,0,1,2,3,4,5,6,7,8,,,
152,或者你可以打个电话帮我问到,那个牌照注册的地址,如果我们逃跑的话,我们会永远担惊受怕,我们会永远等着他们找上门来,现在结束这一切不是更好吗,你有计划了,我确实有,会成功吗,,,或者你可以打个电话帮我问到那个牌照注册的地址如果我们逃跑的话我们会永远担惊受怕我们会永远等着他们找上门来现在结束这一切不是更好吗你有计划了我确实有会成功吗
153,我不确定,把手机给我,行了我们到了,这就是牌照的地址,那栋吗,对,他不可能住在这里面,也许牌照是偷来的,不牌照能查到是一辆黑色的育空车,,,我不确定把手机给我行了我们到了这就是牌照的地址那栋吗对他不可能住在这里面也许牌照是偷来的不牌照能查到是一辆黑色的育空车
154,绕到后面去,我想要靠近点看,那不是他是他的司机,走他出发了,在那儿跟着他,他要停车了,先生你的车到楼下了,小心点,嗨,,,绕到后面去我想要靠近点看那不是他是他的司机走他出发了在那儿跟着他他要停车了先生你的车到楼下了小心点嗨
155,我约了盖伦与赫尔希公司的奈洛先生,在三楼吧我记得,我其实有点来早了,在我等的时候,有洗手间可以用一下吗,当然走过那个转角在你的左手边,谢谢,高管停车场,地下二层,,,我约了盖伦与赫尔希公司的奈洛先生在三楼吧我记得我其实有点来早了在我等的时候有洗手间可以用一下吗当然走过那个转角在你的左手边谢谢高管停车场地下二层
156,嗨你能帮我一下吗,我觉得我来错楼层了却找不到出口,这是地下一层吗,这是地下二层出口就在拐角旁边,我不能坐那边的电梯吗,那是私人电,杰克逊去哪儿了,又见面了,先生喂,,,嗨你能帮我一下吗我觉得我来错楼层了却找不到出口这是地下一层吗这是地下二层出口就在拐角旁边我不能坐那边的电梯吗那是私人电杰克逊去哪儿了又见面了先生喂
157,他在里面吗,躺在他自己的尿里,你想甩掉他吗,带路吧,你觉得他有多重公斤,公斤差不多,好好睡吧混蛋,你醒了,你感觉怎么样,,,他在里面吗躺在他自己的尿里你想甩掉他吗带路吧你觉得他有多重公斤公斤差不多好好睡吧混蛋你醒了你感觉怎么样
158,不要开口说话,你喉咙里有一根管子,看到了吗,你是个无名氏黑户,你差点死于过量服药,你很幸运他们及时救了你,你想听一个有趣的事实吗,当一位失去自理能力的无名氏被发现,政府会自动地替他们,,,不要开口说话你喉咙里有一根管子看到了吗你是个无名氏黑户你差点死于过量服药你很幸运他们及时救了你你想听一个有趣的事实吗当一位失去自理能力的无名氏被发现政府会自动地替他们
159,委派一位法定监护人,来监督他们的治疗与身心健康,你知道现在是怎么回事了吧,我现在是你的法定监护人,我逮到你了无名氏,我想对你做什么就做什么,现在我们找个护士,把管子从喉咙里拔出来,好让你筹备一千万美元赎金,,,委派一位法定监护人来监督他们的治疗与身心健康你知道现在是怎么回事了吧我现在是你的法定监护人我逮到你了无名氏我想对你做什么就做什么现在我们找个护士把管子从喉咙里拔出来好让你筹备一千万美元赎金
160,打进我的账户,呼叫护士,叮咚,喉咙怎么样了,还是很疼,我知道你不喜欢失败,但作为你的监护人我建议你,放下自尊然后给我钱,你可以领走你妈妈,,,打进我的账户呼叫护士叮咚喉咙怎么样了还是很疼我知道你不喜欢失败但作为你的监护人我建议你放下自尊然后给我钱你可以领走你妈妈
161,你的钻石,你的自由,你再也不会见到我了,就算我给你钱了,你不怕我还是会杀了你吗,我不怕不会,我很轻易就能做到,我知道,但是这事再拖下去,,,你的钻石你的自由你再也不会见到我了就算我给你钱了你不怕我还是会杀了你吗我不怕不会我很轻易就能做到我知道但是这事再拖下去
162,我也可以很轻易就杀了你,好吧,同意了,我们现在就了结吧,我会给你一千万美元,我可以筹备,但是,但是,我想提出一个替代方案,,,我也可以很轻易就杀了你好吧同意了我们现在就了结吧我会给你一千万美元我可以筹备但是但是我想提出一个替代方案
163,与其给你一千万美元,不如我们一起合作,一起做生意,你在耍我吗,不我认真的,我的意思是,我是恨你,但是,我们可以一起赚大钱,,,与其给你一千万美元不如我们一起合作一起做生意你在耍我吗不我认真的我的意思是我是恨你但是我们可以一起赚大钱
164,你是个难得的人才玛拉,你的决心,坦白说很吓人,但是这套监护人诈骗体系很成熟,但现在还是盘小菜,我提议我们一起干点大事,一个全国范围的监护人企业,你来当首席执行官和合伙人,利用我的资金利用你的,,,你是个难得的人才玛拉你的决心坦白说很吓人但是这套监护人诈骗体系很成熟但现在还是盘小菜我提议我们一起干点大事一个全国范围的监护人企业你来当首席执行官和合伙人利用我的资金利用你的
165,技巧,毁掉竞争对手,控制整个市场,你想跟我一起开家公司,不只一家公司,一家拥有个海外注册分公司的,联合集团,互相开具发票掩盖利润,有一个真正的房地产团队,,,技巧毁掉竞争对手控制整个市场你想跟我一起开家公司不只一家公司一家拥有个海外注册分公司的联合集团互相开具发票掩盖利润有一个真正的房地产团队
166,一个法律团队一个培训团队,一个医疗团队一个制药团队,我们自己的疗养院产业链,没错,有几千个监护人为我们工作,有成千上万的被监护人受我们照顾,这样你就赢了,我也赢了,我们让对方成为亿万富翁,,,一个法律团队一个培训团队一个医疗团队一个制药团队我们自己的疗养院产业链没错有几千个监护人为我们工作有成千上万的被监护人受我们照顾这样你就赢了我也赢了我们让对方成为亿万富翁
167,大多数时候,都合法,那钻石怎么办,去他妈的钻石,平分了五五开,我们要怎么互相信任呢,如果我们让彼此有钱了,信任也就随之而至,所以你加入吗,,,大多数时候都合法那钻石怎么办去他妈的钻石平分了五五开我们要怎么互相信任呢如果我们让彼此有钱了信任也就随之而至所以你加入吗
168,所有的财富都是从大胆地尝试开始,但在尝试之前,首先,花点时间好好审视一下自己,清楚自己是谁,问问自己,我是局内人,还是局外人,葛蕾森监护,,,所有的财富都是从大胆地尝试开始但在尝试之前首先花点时间好好审视一下自己清楚自己是谁问问自己我是局内人还是局外人葛蕾森监护
169,良好记录证明,我是只绵羊吗,葛蕾森,还是狮子,我是捕食者吗,未来监护人培训学院,还是猎物,我擅长赚钱,还是擅长交际,,,良好记录证明我是只绵羊吗葛蕾森还是狮子我是捕食者吗未来监护人培训学院还是猎物我擅长赚钱还是擅长交际
170,为了实现梦想,我又愿意牺牲什么,玛拉葛蕾森总裁及创始人,哪条底线是我会坚守的,不要尝试成为别人,你只要清楚自己是什么样的人,然后把这一点变成自己的优势,那么你是哪种人呢,我吗,,,为了实现梦想我又愿意牺牲什么玛拉葛蕾森总裁及创始人哪条底线是我会坚守的不要尝试成为别人你只要清楚自己是什么样的人然后把这一点变成自己的优势那么你是哪种人呢我吗
171,我只是在乎很多的人,所以你是只狮子还是绵羊,我是一头母狮,我会做我能做的一切,来保护我在乎的人,好啊,你在如此短的时间里,取得了惊人的成功,玛拉你的秘诀是什么,,,我只是在乎很多的人所以你是只狮子还是绵羊我是一头母狮我会做我能做的一切来保护我在乎的人好啊你在如此短的时间里取得了惊人的成功玛拉你的秘诀是什么
172,没有什么秘诀皮特,想要成功只有努力工作,和永不言弃的勇气和决心,所以你现在是有钱人了,你的身价是多少,你在银行里有多少存款,你太棒了,我假笑了那么久脸都疼了,我最近没怎么算过,,,没有什么秘诀皮特想要成功只有努力工作和永不言弃的勇气和决心所以你现在是有钱人了你的身价是多少你在银行里有多少存款你太棒了我假笑了那么久脸都疼了我最近没怎么算过
173,但你绝对是人群,富豪中的顶级富豪,我们现在该做什么呢,想做什么都行,喂贱人,你才只有三十九岁那一定感觉很好,喂贱人,听着我没时间,玛拉,,,但你绝对是人群富豪中的顶级富豪我们现在该做什么呢想做什么都行喂贱人你才只有三十九岁那一定感觉很好喂贱人听着我没时间玛拉
174,不保安,我的天,我妈妈去世了,救命来人啊,你从来不让我见她现在,她孤独地死在那儿了你个臭婊子,我们需要帮助,夺下武器,该死的贱人,,,不保安我的天我妈妈去世了救命来人啊你从来不让我见她现在她孤独地死在那儿了你个臭婊子我们需要帮助夺下武器该死的贱人
175,来人救救她,玛拉宝贝你会没事的,不看着我宝贝,看着我,听我说你不会有事的你会玛拉,救命,玛拉,不要玛拉,不要,,,来人救救她玛拉宝贝你会没事的不看着我宝贝看着我听我说你不会有事的你会玛拉救命玛拉不要玛拉不要
176,救命啊,所以在有这么多成就之后,救命,你还怀有野心吗,你还有梦想要去实现吗,皮特我才刚开始而已,玛拉葛蕾森葛蕾森监护的,首席执行官和创始人谢谢你,谢谢今天的采访很有趣,,,救命啊所以在有这么多成就之后救命你还怀有野心吗你还有梦想要去实现吗皮特我才刚开始而已玛拉葛蕾森葛蕾森监护的首席执行官和创始人谢谢你谢谢今天的采访很有趣
